pair_id,resume_id,jd_id,track_resume,track_jd,resume_text,jd_text,resume_skills,jd_skills,exp_years_resume,exp_years_req,edu_resume,edu_req,skill_score,experience_score,education_score,bert_proxy,ats_proxy,label_match,competence_level,competence_label,split,reviewer_label_match,reviewer_competence,reviewer_notes
P002314,R00578,J00017,devops,data_ml,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: docker, gcp, git, github, kubernetes, linux, python, sql.
Experience: 5 years of professional experience including design, testing and deployment.
Education: M.Tech in Software Engineering.
","Job Title: ML Engineer
Requirements: Strong background in git, machine learning, mysql, python, pytorch, tensorflow.
Experience: Minimum 3 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",docker;gcp;git;github;kubernetes;linux;python;sql,git;machine learning;mysql;python;pytorch;tensorflow,5,3,master,master,33.33,100.0,100.0,51.22,61.14,1,1,Average,val,,,
P001590,R00397,J00049,data_ml,fullstack,"Summary: Motivated engineer with 4 years of experience across full project lifecycles.
Technical Skills: docker, git, mysql, postgresql, python, pytorch, scikit-learn, sql.
Experience: 4 years of professional experience including design, testing and deployment.
Education: Bachelor of Science in Information Technology.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, docker, javascript, mongodb, node, python.
Experience: Minimum 5 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",docker;git;mysql;postgresql;python;pytorch;scikit-learn;sql,aws;docker;javascript;mongodb;node;python,4,5,bachelor,none,33.33,80.0,100.0,51.99,57.33,0,1,Average,train,,,
P001359,R00339,J00017,fullstack,data_ml,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: express, git, javascript, mongodb, node, python, react, sql, typescript.
Experience: Academic projects and internships covering design and implementation.
Education: M.Tech in Software Engineering.
","Job Title: ML Engineer
Requirements: Strong background in git, machine learning, mysql, python, pytorch, tensorflow.
Experience: Minimum 3 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",express;git;javascript;mongodb;node;python;react;sql;typescript,git;machine learning;mysql;python;pytorch;tensorflow,0,3,master,master,33.33,0.0,100.0,52.32,41.41,0,0,Weak,train,,,
P002188,R00547,J00087,data_ml,data_ml,"Summary: Software engineer with 4 years of experience building scalable applications.
Technical Skills: docker, git, machine learning, numpy, pandas, pytorch, scikit-learn.
Experience: Worked for 4 years as a software engineer delivering production systems.
Education: B.Tech in Computer Science.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, git, machine learning, mysql, postgresql, tensorflow.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",docker;git;machine learning;numpy;pandas;pytorch;scikit-learn,aws;deep learning;git;machine learning;mysql;postgresql;tensorflow,4,2,bachelor,bachelor,28.57,100.0,100.0,59.24,61.24,1,1,Average,train,,,
P001411,R00352,J00184,data_ml,fullstack,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: aws, git, machine learning, mysql, postgresql, python, pytorch.
Experience: Total of 5 years experience in software development and team collaboration.
Education: BCA in Computer Applications.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, git, mongodb, python, react, sql.
Experience: Minimum 5 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;git;machine learning;mysql;postgresql;python;pytorch,aws;git;mongodb;python;react;sql,5,5,bachelor,none,50.0,100.0,100.0,67.31,71.83,1,2,Good,val,,,
P003043,R00760,J00046,backend,frontend,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: docker, git, java, mongodb, mysql, spring, spring boot, sql.
Experience: Total of 2 years experience in software development and team collaboration.
Education: BCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in express, git, html, node, react, typescript.
Experience: Minimum 3 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",docker;git;java;mongodb;mysql;spring;spring boot;sql,express;git;html;node;react;typescript,2,3,bachelor,none,16.67,66.67,100.0,54.52,48.63,0,0,Weak,test,,,
P000321,R00080,J00095,backend,backend,"Summary: Results-driven developer with 4 years of hands-on industry experience.
Technical Skills: docker, flask, git, java, linux, mysql, postgresql, spring boot, sql.
Experience: Worked for 4 years as a software engineer delivering production systems.
Education: B.Tech in Computer Science.
","Job Title: Backend Developer
Requirements: Strong background in flask, java, mysql, postgresql, spring boot.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",docker;flask;git;java;linux;mysql;postgresql;spring boot;sql,flask;java;mysql;postgresql;spring boot,4,2,bachelor,bachelor,100.0,100.0,100.0,93.9,98.47,1,3,Strong,train,,,
P001135,R00283,J00069,devops,fullstack,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: azure, git, github, kubernetes, linux, python.
Experience: Total of 5 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, docker, javascript, react, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",azure;git;github;kubernetes;linux;python,aws;docker;javascript;react;sql,5,2,master,bachelor,0.0,100.0,100.0,48.84,47.21,0,0,Weak,train,,,
P001803,R00450,J00136,backend,frontend,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: docker, flask, java, linux, mysql, postgresql, python, spring, spring boot, sql.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, git, github, typescript, vue.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",docker;flask;java;linux;mysql;postgresql;python;spring;spring boot;sql,angular;css;git;github;typescript;vue,2,1,master,bachelor,0.0,100.0,100.0,42.71,45.68,0,0,Weak,test,,,
P001559,R00389,J00160,fullstack,backend,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: aws, docker, linux, mongodb, node, react, sql, typescript.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: Backend Developer
Requirements: Strong background in aws, django, flask, git, python, spring, sql.
Experience: Minimum 3 years of relevant experience required.
Education: PhD or doctorate preferred.
",aws;docker;linux;mongodb;node;react;sql;typescript,aws;django;flask;git;python;spring;sql,6,3,bachelor,phd,28.57,100.0,0.0,57.93,45.91,0,0,Weak,train,,,
P000567,R00141,J00072,frontend,data_ml,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: angular, express, html, javascript, typescript.
Experience: Total of 1 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: ML Engineer
Requirements: Strong background in aws, machine learning, numpy, python, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;express;html;javascript;typescript,aws;machine learning;numpy;python;sql,1,2,master,bachelor,0.0,50.0,100.0,35.93,33.98,0,0,Weak,train,,,
P000511,R00127,J00191,data_ml,frontend,"Summary: Software engineer with 1 years of experience building scalable applications.
Technical Skills: aws, git, linux, machine learning, numpy, pandas, postgresql, python, pytorch, sql.
Experience: Total of 1 years experience in software development and team collaboration.
Education: PhD in Machine Learning.
","Job Title: Frontend Developer
Requirements: Strong background in angular, node, typescript, vue.
Experience: Minimum 4 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;git;linux;machine learning;numpy;pandas;postgresql;python;pytorch;sql,angular;node;typescript;vue,1,4,phd,none,0.0,25.0,100.0,37.75,29.44,0,0,Weak,train,,,
P000251,R00062,J00034,data_ml,fullstack,"Summary: Motivated engineer with 2 years of experience across full project lifecycles.
Technical Skills: aws, docker, git, linux, mysql, pandas, postgresql, python, scikit-learn, sql.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: Full Stack Developer
Requirements: Strong background in docker, express, git, node, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;docker;git;linux;mysql;pandas;postgresql;python;scikit-learn;sql,docker;express;git;node;sql,2,2,bachelor,master,60.0,100.0,0.0,68.99,61.25,1,1,Average,train,,,
P000257,R00064,J00089,fullstack,fullstack,"Summary: Results-driven developer with 2 years of hands-on industry experience.
Technical Skills: aws, docker, express, python, react, sql, typescript.
Experience: Total of 2 years experience in software development and team collaboration.
Education: PhD in Machine Learning.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, git, javascript, mongodb, node, sql, typescript.
Experience: Minimum 3 years of relevant experience required.
Education: PhD or doctorate preferred.
",aws;docker;express;python;react;sql;typescript,aws;git;javascript;mongodb;node;sql;typescript,2,3,phd,phd,42.86,66.67,100.0,62.32,61.06,1,1,Average,train,,,
P000532,R00133,J00038,devops,devops,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: aws, azure, docker, gcp, git, kubernetes, linux, python.
Experience: Worked for 5 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: DevOps Engineer
Requirements: Strong background in aws, git, github, python.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;azure;docker;gcp;git;kubernetes;linux;python,aws;git;github;python,5,1,bachelor,master,75.0,100.0,0.0,80.95,70.24,1,2,Good,val,,,
P001472,R00368,J00033,devops,devops,"Summary: Results-driven developer with 1 years of hands-on industry experience.
Technical Skills: azure, gcp, git, github, kubernetes, linux, python, sql.
Experience: Worked for 1 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: DevOps Engineer
Requirements: Strong background in gcp, git, kubernetes, linux.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",azure;gcp;git;github;kubernetes;linux;python;sql,gcp;git;kubernetes;linux,1,3,bachelor,bachelor,100.0,33.33,100.0,100.0,86.67,1,3,Strong,test,,,
P001797,R00449,J00004,fullstack,fullstack,"Summary: Motivated engineer with 4 years of experience across full project lifecycles.
Technical Skills: aws, docker, git, javascript, react, typescript.
Experience: Total of 4 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, express, git, python.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;git;javascript;react;typescript,aws;express;git;python,4,1,master,bachelor,50.0,100.0,100.0,71.95,72.99,1,2,Good,train,,,
P003135,R00783,J00110,devops,backend,"Summary: Motivated engineer with 5 years of experience across full project lifecycles.
Technical Skills: aws, docker, gcp, git, github, kubernetes, linux, python.
Experience: Worked for 5 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Backend Developer
Requirements: Strong background in django, git, java, mysql, postgresql, python, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;gcp;git;github;kubernetes;linux;python,django;git;java;mysql;postgresql;python;sql,5,2,master,bachelor,28.57,100.0,100.0,48.79,58.63,0,1,Average,val,,,
P000564,R00141,J00136,frontend,frontend,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: angular, express, html, javascript, typescript.
Experience: Total of 1 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, git, github, typescript, vue.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;express;html;javascript;typescript,angular;css;git;github;typescript;vue,1,1,master,bachelor,33.33,100.0,100.0,64.45,64.44,1,1,Average,train,,,
P001798,R00449,J00118,fullstack,devops,"Summary: Motivated engineer with 4 years of experience across full project lifecycles.
Technical Skills: aws, docker, git, javascript, react, typescript.
Experience: Total of 4 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: DevOps Engineer
Requirements: Strong background in aws, azure, docker, git, kubernetes, linux, sql.
Experience: Minimum 3 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;docker;git;javascript;react;typescript,aws;azure;docker;git;kubernetes;linux;sql,4,3,master,none,42.86,100.0,100.0,55.6,66.04,1,1,Average,train,,,
P001425,R00356,J00051,frontend,frontend,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: angular, express, github, html, javascript, linux, node, react, sql, typescript.
Experience: Academic projects and internships covering design and implementation.
Education: Master of Science in Data Science.
","Job Title: Frontend Developer
Requirements: Strong background in express, git, github, node.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;express;github;html;javascript;linux;node;react;sql;typescript,express;git;github;node,0,1,master,bachelor,75.0,0.0,100.0,85.88,66.47,1,1,Average,train,,,
P001210,R00302,J00132,data_ml,data_ml,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: aws, git, linux, python, pytorch, scikit-learn, tensorflow.
Experience: 1 years of professional experience including design, testing and deployment.
Education: BCA in Computer Applications.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, docker, postgresql.
Experience: Minimum 3 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;git;linux;python;pytorch;scikit-learn;tensorflow,aws;deep learning;docker;postgresql,1,3,bachelor,none,25.0,33.33,100.0,69.59,49.06,0,0,Weak,val,,,
P001837,R00459,J00044,fullstack,fullstack,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: aws, express, git, mongodb, node, python, react, sql, typescript.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: MCA in Computer Applications.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, docker, express, javascript, mongodb, python, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;express;git;mongodb;node;python;react;sql;typescript,aws;docker;express;javascript;mongodb;python;sql,3,2,master,bachelor,71.43,100.0,100.0,82.89,84.29,1,2,Good,train,,,
P000867,R00216,J00028,frontend,devops,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: angular, css, express, git, html, javascript, node, typescript, vue.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: DevOps Engineer
Requirements: Strong background in docker, gcp, git, github, linux.
Experience: Minimum 5 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",angular;css;express;git;html;javascript;node;typescript;vue,docker;gcp;git;github;linux,6,5,master,master,20.0,100.0,100.0,52.32,56.08,0,1,Average,train,,,
P000134,R00033,J00101,devops,frontend,"Summary: Software engineer with 1 years of experience building scalable applications.
Technical Skills: aws, azure, docker, gcp, git, github, linux, sql.
Experience: Total of 1 years experience in software development and team collaboration.
Education: B.Tech in Computer Science.
","Job Title: Frontend Developer
Requirements: Strong background in css, express, git, node, vue.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;azure;docker;gcp;git;github;linux;sql,css;express;git;node;vue,1,3,bachelor,bachelor,20.0,33.33,100.0,48.59,41.81,0,0,Weak,test,,,
P000263,R00065,J00140,backend,backend,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: django, flask, git, mongodb, spring boot, sql.
Experience: Academic projects and internships covering design and implementation.
Education: B.Tech in Computer Science.
","Job Title: Backend Developer
Requirements: Strong background in django, flask, git, java, postgresql, python.
Experience: Minimum 1 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",django;flask;git;mongodb;spring boot;sql,django;flask;git;java;postgresql;python,0,1,bachelor,none,50.0,0.0,100.0,77.7,54.43,0,1,Average,test,,,
P001264,R00316,J00156,frontend,frontend,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: angular, css, javascript, linux, react, sql, typescript, vue.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: B.Tech in Computer Science.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, express, typescript, vue.
Experience: Minimum 3 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",angular;css;javascript;linux;react;sql;typescript;vue,angular;css;express;typescript;vue,2,3,bachelor,master,80.0,66.67,0.0,85.79,66.78,1,1,Average,test,,,
P000889,R00222,J00142,data_ml,data_ml,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: aws, docker, machine learning, mysql, python.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: PhD in Machine Learning.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, machine learning, mysql, pandas, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;machine learning;mysql;python,aws;deep learning;machine learning;mysql;pandas;sql,6,2,phd,bachelor,50.0,100.0,100.0,77.66,74.42,1,2,Good,train,,,
P002851,R00712,J00010,data_ml,backend,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: aws, deep learning, git, postgresql, python, pytorch, sql, tensorflow.
Experience: Academic projects and internships covering design and implementation.
Education: M.Tech in Software Engineering.
","Job Title: Backend Developer
Requirements: Strong background in docker, java, linux, mongodb, spring.
Experience: Minimum 4 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;deep learning;git;postgresql;python;pytorch;sql;tensorflow,docker;java;linux;mongodb;spring,0,4,master,none,0.0,0.0,100.0,41.2,25.3,0,0,Weak,train,,,
P001431,R00357,J00048,data_ml,devops,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: aws, deep learning, mysql, numpy, pandas, python.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, gcp, git, linux, python.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;deep learning;mysql;numpy;pandas;python,azure;gcp;git;linux;python,3,4,bachelor,bachelor,20.0,75.0,100.0,49.57,50.39,0,1,Average,val,,,
P000299,R00074,J00136,fullstack,frontend,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: aws, docker, express, git, javascript, mongodb, node, react, typescript.
Experience: Total of 1 years experience in software development and team collaboration.
Education: MCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, git, github, typescript, vue.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;express;git;javascript;mongodb;node;react;typescript,angular;css;git;github;typescript;vue,1,1,master,bachelor,33.33,100.0,100.0,57.18,62.63,1,1,Average,train,,,
P002011,R00502,J00052,data_ml,data_ml,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: deep learning, git, machine learning, numpy, pandas, scikit-learn.
Experience: 3 years of professional experience including design, testing and deployment.
Education: PhD in Machine Learning.
","Job Title: ML Engineer
Requirements: Strong background in git, numpy, python, scikit-learn.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",deep learning;git;machine learning;numpy;pandas;scikit-learn,git;numpy;python;scikit-learn,3,1,phd,master,75.0,100.0,100.0,79.35,84.84,1,2,Good,train,,,
P002764,R00691,J00016,frontend,frontend,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: git, javascript, node, typescript, vue.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in css, github, node, react, typescript, vue.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",git;javascript;node;typescript;vue,css;github;node;react;typescript;vue,2,2,bachelor,master,50.0,100.0,0.0,75.99,59.0,0,1,Average,test,,,
P001723,R00430,J00104,backend,fullstack,"Summary: Results-driven developer with 6 years of hands-on industry experience.
Technical Skills: aws, django, docker, fastapi, spring.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Full Stack Developer
Requirements: Strong background in express, javascript, mongodb, python, react.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;django;docker;fastapi;spring,express;javascript;mongodb;python;react,6,4,master,bachelor,0.0,100.0,100.0,37.91,44.48,0,0,Weak,train,,,
P000430,R00107,J00044,data_ml,fullstack,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: deep learning, machine learning, postgresql, pytorch, scikit-learn, sql, tensorflow.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: B.Tech in Computer Science.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, docker, express, javascript, mongodb, python, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",deep learning;machine learning;postgresql;pytorch;scikit-learn;sql;tensorflow,aws;docker;express;javascript;mongodb;python;sql,6,2,bachelor,bachelor,14.29,100.0,100.0,40.51,50.84,0,1,Average,train,,,
P001487,R00371,J00008,frontend,devops,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: css, express, git, github, html, javascript, node, react, typescript.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, git, github, linux, python, sql.
Experience: Minimum 2 years of relevant experience required.
Education: PhD or doctorate preferred.
",css;express;git;github;html;javascript;node;react;typescript,azure;git;github;linux;python;sql,3,2,bachelor,phd,33.33,100.0,0.0,54.18,46.88,0,0,Weak,train,,,
P001502,R00375,J00165,backend,backend,"Summary: Motivated engineer with 4 years of experience across full project lifecycles.
Technical Skills: aws, docker, fastapi, git, linux, mongodb, postgresql, python, spring boot.
Experience: 4 years of professional experience including design, testing and deployment.
Education: MCA in Computer Applications.
","Job Title: Backend Developer
Requirements: Strong background in aws, django, docker, flask, java, mongodb, mysql.
Experience: Minimum 3 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;docker;fastapi;git;linux;mongodb;postgresql;python;spring boot,aws;django;docker;flask;java;mongodb;mysql,4,3,master,master,42.86,100.0,100.0,66.29,68.72,1,1,Average,test,,,
P002905,R00726,J00191,frontend,frontend,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: angular, css, express, github, node, typescript, vue.
Experience: 3 years of professional experience including design, testing and deployment.
Education: Master of Science in Data Science.
","Job Title: Frontend Developer
Requirements: Strong background in angular, node, typescript, vue.
Experience: Minimum 4 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",angular;css;express;github;node;typescript;vue,angular;node;typescript;vue,3,4,master,none,100.0,75.0,100.0,96.09,94.02,1,3,Strong,train,,,
P002315,R00578,J00000,devops,backend,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: docker, gcp, git, github, kubernetes, linux, python, sql.
Experience: 5 years of professional experience including design, testing and deployment.
Education: M.Tech in Software Engineering.
","Job Title: Backend Developer
Requirements: Strong background in aws, fastapi, flask, git, linux, spring, sql.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",docker;gcp;git;github;kubernetes;linux;python;sql,aws;fastapi;flask;git;linux;spring;sql,5,3,master,bachelor,42.86,100.0,100.0,69.32,69.47,1,1,Average,val,,,
P002262,R00565,J00032,backend,data_ml,"Summary: Software engineer with 1 years of experience building scalable applications.
Technical Skills: aws, django, fastapi, git, java, mongodb, mysql, python, spring boot, sql.
Experience: Total of 1 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: ML Engineer
Requirements: Strong background in deep learning, mysql, numpy, postgresql, python, scikit-learn, tensorflow.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;django;fastapi;git;java;mongodb;mysql;python;spring boot;sql,deep learning;mysql;numpy;postgresql;python;scikit-learn;tensorflow,1,1,master,bachelor,28.57,100.0,100.0,50.75,59.12,0,1,Average,train,,,
P001385,R00346,J00136,frontend,frontend,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: angular, css, express, github, html, javascript, node, react, vue.
Experience: Total of 5 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, git, github, typescript, vue.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;css;express;github;html;javascript;node;react;vue,angular;css;git;github;typescript;vue,5,1,master,bachelor,66.67,100.0,100.0,85.97,83.16,1,2,Good,val,,,
P001364,R00341,J00141,frontend,frontend,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: git, github, javascript, node, typescript, vue.
Experience: Academic projects and internships covering design and implementation.
Education: MCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in angular, git, github, javascript, node, typescript.
Experience: Minimum 4 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",git;github;javascript;node;typescript;vue,angular;git;github;javascript;node;typescript,0,4,master,master,83.33,0.0,100.0,87.33,70.16,1,2,Good,train,,,
P001298,R00324,J00018,fullstack,devops,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: aws, docker, javascript, linux, mongodb, python, sql.
Experience: Total of 3 years experience in software development and team collaboration.
Education: Bachelor of Science in Information Technology.
","Job Title: DevOps Engineer
Requirements: Strong background in aws, azure, docker, git, linux.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;javascript;linux;mongodb;python;sql,aws;azure;docker;git;linux,3,3,bachelor,bachelor,60.0,100.0,100.0,69.28,76.32,1,2,Good,train,,,
P001867,R00466,J00037,frontend,data_ml,"Summary: Results-driven developer with 2 years of hands-on industry experience.
Technical Skills: css, git, javascript, node, react, vue.
Experience: 2 years of professional experience including design, testing and deployment.
Education: MCA in Computer Applications.
","Job Title: ML Engineer
Requirements: Strong background in docker, git, machine learning, pandas, postgresql, python.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",css;git;javascript;node;react;vue,docker;git;machine learning;pandas;postgresql;python,2,2,master,bachelor,16.67,100.0,100.0,48.08,53.69,0,1,Average,train,,,
P000929,R00232,J00032,data_ml,data_ml,"Summary: Software engineer with 4 years of experience building scalable applications.
Technical Skills: deep learning, docker, linux, machine learning, mysql, scikit-learn, sql, tensorflow.
Experience: Total of 4 years experience in software development and team collaboration.
Education: B.Tech in Computer Science.
","Job Title: ML Engineer
Requirements: Strong background in deep learning, mysql, numpy, postgresql, python, scikit-learn, tensorflow.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",deep learning;docker;linux;machine learning;mysql;scikit-learn;sql;tensorflow,deep learning;mysql;numpy;postgresql;python;scikit-learn;tensorflow,4,1,bachelor,bachelor,57.14,100.0,100.0,70.25,75.42,1,2,Good,train,,,
P000368,R00092,J00112,data_ml,data_ml,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: docker, git, machine learning, mysql, pandas, python, scikit-learn, sql.
Experience: Total of 5 years experience in software development and team collaboration.
Education: B.Tech in Computer Science.
","Job Title: ML Engineer
Requirements: Strong background in git, pandas, pytorch, tensorflow.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",docker;git;machine learning;mysql;pandas;python;scikit-learn;sql,git;pandas;pytorch;tensorflow,5,3,bachelor,bachelor,50.0,100.0,100.0,73.29,73.32,1,2,Good,train,,,
P001788,R00447,J00102,data_ml,data_ml,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: numpy, postgresql, pytorch, sql, tensorflow.
Experience: Total of 3 years experience in software development and team collaboration.
Education: B.Tech in Computer Science.
","Job Title: ML Engineer
Requirements: Strong background in docker, git, machine learning, numpy, pytorch, sql, tensorflow.
Experience: Minimum 4 years of relevant experience required.
Education: PhD or doctorate preferred.
",numpy;postgresql;pytorch;sql;tensorflow,docker;git;machine learning;numpy;pytorch;sql;tensorflow,3,4,bachelor,phd,57.14,75.0,0.0,83.68,58.78,0,1,Average,train,,,
