pair_id,resume_id,jd_id,track_resume,track_jd,resume_text,jd_text,resume_skills,jd_skills,exp_years_resume,exp_years_req,edu_resume,edu_req,skill_score,experience_score,education_score,bert_proxy,ats_proxy,label_match,competence_level,competence_label,split,source,kaggle_category,reviewer_label_match,reviewer_competence,reviewer_notes
P000824,R00206,J00071,frontend,frontend,"Summary: Software engineer with 1 years of experience building scalable applications.
Technical Skills: angular, css, express, git, javascript, linux, node, react, sql, typescript, vue.
Experience: Worked for 1 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, express, git, html, node, react.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;css;express;git;javascript;linux;node;react;sql;typescript;vue,angular;css;express;git;html;node;react,1,2,master,bachelor,85.71,50.0,100.0,83.9,80.26,1,2,Good,train,synthetic,,,,
P000981,R00245,J00025,backend,backend,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: aws, django, java, mongodb, mysql, postgresql, spring, sql.
Experience: 2 years of professional experience including design, testing and deployment.
Education: Master of Science in Data Science.
","Job Title: Backend Developer
Requirements: Strong background in django, fastapi, flask, mongodb.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;django;java;mongodb;mysql;postgresql;spring;sql,django;fastapi;flask;mongodb,2,4,master,bachelor,50.0,50.0,100.0,72.24,63.06,1,1,Average,train,synthetic,,,,
P002925,R00731,J00181,frontend,frontend,"Summary: Motivated engineer with 5 years of experience across full project lifecycles.
Technical Skills: css, github, javascript, linux, node, react.
Experience: 5 years of professional experience including design, testing and deployment.
Education: Bachelor of Science in Information Technology.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, javascript, node.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",css;github;javascript;linux;node;react,angular;css;javascript;node,5,1,bachelor,master,75.0,100.0,0.0,92.27,73.07,1,2,Good,train,synthetic,,,,
PK001978,K00659,J00044,other,fullstack,"         BUSINESS DEVELOPMENT MANAGER       Summary    Experienced sales professional and effective leader. Currently a sales professional for CT of Wolters Kluwer.
          Highly motivated, self-driven, result-oriented consultant
          Tenacious new business prospecting, selling, negotiating and closing skills
          Skillful verbal and written communication skills including the ability to present to an executive-level
          audience
          Passion for gaining personal relationships with clients
          Strong understanding and use of strategic selling techniques
          Former professional athlete        Experience     03/2017   to   Current     Business Development Manager    Company Name          Consulted with C-level executives to develop and implement an effective, enterprise-wide strategy that maximizes the
          value delivered by solutions in order to ensure success with key initiatives
          Developed and conducted effective presentations with contract decision makers (c-level)
          Accountable for the entire sales cycle from prospecting to closing deals, forecasting, and strategic planning
July 2015 - March 2017 - Business Development Manager          Wolters Kluwer/CT Corporation
       FY 2016 104.4% for CT Corporation
       FY 2016 #1 Business Development Manager on Law Firm Segment Team
       FY 2015 109% for CT Corporation
          Primary responsibility for driving profitable customer acquisition and sales growth
          Responsible for developing and implementing relationships with existing customer base as well as pursuing new
          customers of representation and compliance services, formation/qualification services, and other on demand services
          Leverage strategic planning in order to optimize revenue generation of sales efforts
          Participate in collecting and evaluating performance metrics by participating in in-depth and on-going analysis of
          departmental services, processes, and customer preferences; understanding the overall needs of the law firm channels
          and what factors contribute to success; assist with monitoring department metrics; assisting in the identification of
          relationships and trends in the data as well as factors influencing results; contributing to the development of solutions to
          maintain or improve customer satisfaction, increase revenue and/or decrease expenses.  May 2012 - July 2015 - Tampa & Southwest Florida Territory Manager          LexisNexis
      Successfully earned 2 Circle of Excellence company trips for achieving top sales results (2010, 2011).  Earned the Best Sales Teaming Award for the Region (2011).  FY 2014 Over 100% for LexisNexis
      FY 2012 Over 100% for LexisNexis
      Qualified and earned a Top Performer's Trip (2012 and 2014).  Created and implemented effective account/territory plans that included; developing and implementing a sales strategy
          considering new business growth, managing all resources necessary to drive new business; forecasting revenue;
          developing key contacts and business relationships within a new account including influential individual and high level
          decision makers.  Identified and qualified opportunities in order to successfully advance them through selling process to close.  Consistently identified and communicated effectively with executives or other high level officials to articulate competitive
          differentiators and provide a solution-based sales presentation.  Established and maintained excellent customer relationships at all levels, and acted as a liaison between sales support
          and our customers to ensure a positive onboarding process.  Developed strategic sales plans using business analysis tools to identify and track revenue trends, recognize sales
          opportunities, target specific sales activities, and analyze competitive threats within my territory.  January 2010 - April 2012 - Michigan & South Dakota Account Executive (Dayton, Ohio)          LexisNexis
        FY 2011 Over 100% for LexisNexis
        FY 2010 Over 100% for LexisNexis
        Secured the largest POS contract in the history of LexisNexis as an Account Executive ($75,123).  Created and implemented effective account/territory plans that included; developing and implementing a sales strategy
         considering new business growth, managing all resources necessary to drive new business; forecasting revenue;
         developing key contacts and business relationships within a new account including influential individual and high level
         decision makers.  Identified and qualified opportunities in order to successfully advance them through selling process to close.  Established and maintained excellent customer relationships at all levels, and acted as a liaison between sales support
         and our customers to ensure a positive onboarding process.  Customized pricing proposals that matched the LexisNexis solutions to the prospective customer's business needs.  Developed strategic sales plans using business analysis tools to identify and track revenue trends, recognize sales
         opportunities, target specific sales activities, and analyze competitive threats within my territory.         02/1998   to   12/2009     Executive Director    Company Name               08/1997   to   11/2005     Assistant Soccer    Company Name          Responsibilities included identification, analysis and recruitment of student athletes, planning and execution of practices, player
skill development, academic monitoring and counseling supporting a Division I college soccer program.  November 1994 - May 1998 Professional Athlete (Soccer Player)          Ohio
        Cincinnati Silverbacks of the NPSL (National Professional Soccer League)
        Dayton Dynamo of the NPSL
        Columbus Xoggz (USISL).         11/1994   to   02/2005     Director    Company Name          Dayton's largest and most comprehensive youth soccer organization.  Only Coach in the history of the state to earn highest coaches honor twice (2006, 2009)
     Manage the activities of 150 coaches, trainers and team managers.  Team leader for presentations delivered one-on-one and in both small and large group settings.  Taught thirty certified license courses graduating over 1000 professional coaches.  Successfully achieved day to day operational goals while focusing on long term strategic goals.  Conduct training and educational programs for thousands of players on such topics as fitness, nutrition, injury prevention,
        sport psychology and life skills.  Responsible for developing, reviewing, and updating all training and educational materials.  Demonstrated team building skills such as communication, empathy, motivation and problem resolution.  Trained and certified coaches to be fully prepared for National licensing courses.  Supervised and managed coaching staff within Olympic Development Program.  Established specific curriculums and educational presentations to be incorporated within district and state levels.  Instructed players at district, state and regional levels in order to achieve their fullest potential and achieve a position on
        United States National Team.          Education and Training     1995     Bachelor of Science  :   Education/Exercise Physiology    Wright State University   －   City  ,   State      Education/Exercise Physiology        Skills    academic, articulate, business analysis, Business Development, C, closing, Coach, coaching, competitive, counseling, customer satisfaction, driving, educational materials, educational programs, forecasting, injury prevention, team building, Team leader, Law, managing, enterprise, POS, presentations, pricing, problem resolution, processes, proposals, psychology, recruitment, selling, Sales, sales plans, sales support, strategy, strategic, strategic planning     ","Job Title: Full Stack Developer
Requirements: Strong background in aws, docker, express, javascript, mongodb, python, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",,aws;docker;express;javascript;mongodb;python;sql,0,2,bachelor,bachelor,0.0,0.0,100.0,46.3,26.58,0,0,Weak,train,kaggle,BUSINESS-DEVELOPMENT,,,
PK001315,K00438,J00157,frontend,data_ml,"         ENGINEERING TEACHER       Professional Summary    To obtain a challenging position in the field of Engineering and to work within a team environment, where I can contribute my skills and experience to a client focused, dynamic organization.      Core Qualifications          Proficiency in  AutoCAD    Computer proficient      Microsoft Office    Autodesk Civil 3D    GIS    Construction cost estimating    HVAC Design    Autodesk Inventor Pro    Autodesk Revit                    Experience      Engineering Teacher   09/2014   to   Current     Company Name   City  ,   State       Update lesson plans each semester to stay relevant in the field of engineering and technology.  Utilize variety of teaching styles, such as group discussions, lectures and simulations to maximize student interest, participation, and comprehension.  Integrate creative learning strategies for students who are learning engineering design project presentations.  Provide students with hands-on CAD software activities and an overall concept of engineering and technology.  Assist in two robotic clubs for students who wish to excel in science, technology, engineering, and mathematics projects.  Attend a variety of ongoing professional development workshops centered on learning goals.  Sponsor in multiple seminar field trips for students who are interested in pursuing an engineering career path.          Civil CAD Supervisor   10/2013   to   09/2014     Company Name   City  ,   State       Provided hands on software training for each CAD drafter to utilize the latest version of Autodesk Civil 3D.  Supervised the CAD drafting department with design projects to ensure quality control and manage production.  Coordinated with professional engineers, surveyors, inspectors, consultants and construction managers concerning active projects.  Ensured all assign work to be completed in a timely manner and attended project management meetings to focus proactively on the scope or work for each project.          Adjunct Instructor   08/2013   to   Current     Company Name   City  ,   State       Teach students the basic understanding of blueprint reading and sketching for welding and machining math.  Develop and implement an effective unit lesson plans.  Provide weekly grade reports for each student to encourage them to achieve in their course study.  Utilize successful learning strategies that promote student engagement.  Fostered a classroom environment conducive to their learning ability and promoting excellent student/teacher interaction.          Program Chair   10/2010   to   10/2012     Company Name   City  ,   State       Served as a subject matter expert for students, instructional staff and advisory committees regarding academic curriculum and technical information.  Notified the Dean concerning student engagement and retention issues.  Assisted the Dean in determining classroom equipments for capital budgeting.  Analysis student course planning reviews and class schedules for each faculty member.  Developed and implemented student retention strategies.  Oversaw training and supervision for faculty performance.  Involved with the hiring process for screened and interviewed new candidates.  Participated in professional advisory committee meetings.  Motivated students to actively participate in all aspects of educational process.  Maintained teaching assignments as scheduled.  Setup and maintained grade book throughout each course.  Provided weekly feedback to students with grade reports and attendance reports.  Documented the high risk student with advisories and recorded in the school's academic database.          Civil Project Engineer   05/2005   to   09/2010     Company Name   City  ,   State       Planned and scheduled subdivision plats with the city and county planning and zoning commission meetings for approval and city pre-construction meetings for construction approval.  Coordinated projects with external clients, architects, surveyors, and public agencies.  Performed field evaluations with contractors and city inspectors to review construction for compliance with design intent.  Prepared feasibility studies, engineering cost estimates, bid proposals, drainage reports, engineering reports, construction documents, specifications, cut sheets, public utility permits, plats, As-Builts, addendums, submittals,  and analyzed geotechnical reports for civil engineering and subdivision projects.  Mentored proactively with the CAD group to execute construction documents for imperative deadlines, contractor's (RFI) Request for Information for project verification, trained the group to design pump lift stations, grade roadways, parking lots, soil erosion and sediment control designs, plan and profiles for sewer and storm lines, subdivision plats, land surveys, with the use of AutoCAD Land desktop.  Coached and trained the group to become team players, to work positively under pressure by prioritizing and managing multiple projects simultaneously, and encouraged them to handle cold calls and follow ups effectively to display good communication skills.  Coached CAD operators to quickly check their drawing proposed layout for proper dimensions, scheduling, labeling, and spelled check prior to final review and engineer construction document approval, assisted them in troubleshooting their CAD errors, user (pc) personal computers, pc system networking and to install AutoCAD relative software programs.  Supported field verification of photographic illustrations to CAD operators from scope phase to construction phase and final walk-thru phase.  Provided an energetic atmosphere towards CAD operators minister them to have a positive attitude towards other clients and to interact with their co-workers on wide range of projects.          Civil CAD Designer   03/2003   to   05/2005     Company Name   City  ,   State       Supervised CAD team to design civil plan and profiles, subdivisions, plats, survey roadway grading, storm drain, and sanitary sewer improvements with the use of AutoCAD Land desktop.  Provided pipe works and terrain surface, contour, and volume calculation for project engineers.  Exported / imported survey GPS collection data for construction stakeout and topographic layouts.  Supervised CAD team by teaching them to use good drafting standards and techniques, over saw their construction documents and assisted them in developing and maintaining a CAD detail library for a fast growing small business.  Introduced AutoLisp programming to enhance their AutoCAD skills.  Trained entry level CAD technicians to utilize the latest Land Desktop AutoCAD software and focused on their techniques of strength and weakness.          Mechanical HVAC Engineer   08/2000   to   05/2001     Company Name   City  ,   State       Coordinated with multi-disciplinary design teams in project development meetings and assisted on-site field evaluation to verify specification with project construction.  Prepared heating and cooling load calculations for mechanical HVAC systems with Trace 700 or Carrier software in sectors such as residential, commercial, semiconductor facilities, and pharmaceutical facilities buildings according to ASHRAE standards for Indoor Air Quality.  Designed mechanical and plumbing plans, and lift stations as per to specifications and codes in respect to the designed criteria for turn key projects with AutoCAD or Microstation.  Attended Trane and Carrier HVAC seminars for product knowledge in-depth training.  Lead and developed the CAD design team to undertake all work and to support projects, to assist project engineers by meeting their deadlines and mentoring them to always check their work.          Co-op Mechanical Engineer   01/1997   to   12/2000     Company Name   City  ,   State       Calculated mechanical HVAC heat loss and heat gain with the use of Elite HVAC software, sized supply and return duct layouts, diffusers, and designed plumbing risers.  Drafted and designed the mechanical electrical and plumbing plans with AutoCAD.  Drafted and designed electrical lighting layouts.  Sized the domestic water and condensate lines to adhere plumbing codes.  Scheduled roof top and make-up air units according to the specifications.  Collaborated with electrical engineers for building design impact and discrepancies.          Architectural Draftsman   01/1992   to   12/1997     Company Name   City  ,   State       Drafted and designed architectural plans and prepared project specifications.  Designed elevation views, wall section details, building section details, schedules, and typical drawing details.  Prepared shop drawings.  Review plans to comply with ADA and building code.  Attended clients meetings for scope of work.  Drafted and designed structural and civil construction plans.  Coordinated with MEP engineers, civil engineers, and structural engineers.  Field measured and inspected site work during construction phase and revised architectural plans as needed.          Education      Master of Education  :   Leadership   01/2014       Northcentral University   City  ,   State       Leadership        Bachelor of Science  :   Mechanical Engineering   05/2000       The University of Texas   City  ,   State       Mechanical Engineering        Associate of Applied Science  :   Drafting and Design Technology   06/1992       Texas State Technical College   City  ,   State       Drafting and Design Technology        High School Diploma     05/1988       Edinburg High School Independent School District            Professional Affiliations    Over 9 years of CAD management and 6 years project management experience. Recognizing the goals and priorities to exceed client expectation. Achievement oriented - continually setting high goals and striving toward excellence. Able to effectively communicate within different levels in the internal organization and converse with external professionals. Ability to organize and manage multiple projects with other disciplines. Great technical background and an outstanding analytical problem solver. Generate practical solutions, careful planning with proper contingencies for cost estimating. Achieved an American Society Plumbing Engineers certification. Over 10 years of civil, architectural, and mechanical electrical plumbing drafting and design experiences proficiently with AutoCAD.       Work History      Company Name                  Skills    Operating systems: Windows 7/XP/2000, Android, and MS-DOS
*Software: Autodesk Civil 3D, Autodesk AutoCAD, Autodesk Inventor Professional, Pro/E, Solidworks, GIS Analyst, Lidar data,  Autodesk Revit Architectural, Microstation, MathCAD, CAD/CAM, Fortran, Microsoft Office (Word, Excel, Outlook, Power point, Access, Publisher, and FrontPage), I-DEAS, Elite HVAC, Trace 700, Carrier, NC Programming, Adobe (Acrobat, Flash, and Photoshop), Internet Explorer, Firefox, and HTML, CSS, Wordpress.   ","Job Title: ML Engineer
Requirements: Strong background in aws, docker, git, numpy, pandas, pytorch.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",css;html,aws;docker;git;numpy;pandas;pytorch,10,2,master,master,0.0,100.0,100.0,47.34,46.84,0,0,Weak,test,kaggle,TEACHER,,,
PK004622,K01540,J00040,data_ml,backend,"         DIRECTOR FINANCE AND FP&A           Executive Profile    I'm a senior finance leader who thrives when working closely with the executive team in removing obstacles to directing the company beyond targeted growth. Early in my career I learned the value of looking beyond how things are currently done in order to continually search for how we can do things better. Working in cooperation with senior leadership throughout the organization, my finance teams are built with this focus and the results are enhanced analytics and dynamic reporting tools.      Skill Highlights          * Leadership  Forecasting    Accounting  Financial Analysis / Reporting   Strategic Financial Planning Operations Management  Data Development  Process Improvement  Functional Integration  Budget Creation  Tool / System Development  Team Building / Management  System Integrations  Cost Control  Mergers & Acquisitions  Project Management  Turnarounds/Restructurings  International Hyperion Essbase * Hyperion Enterprise  Hyperion Retrieve  MS Access  MS Excel  MS PowerPoint  MS Word  FileMaker  Minitab  Storm  WordPerfect  4D  FAS 1000  Strategen  AccPac  BOSS  Business Objects  Daly & Wolcott  Great Plain Dynamics  Lawson  MacPac  OneGlobe  Oracle *  PeopleSoft  QuickBooks  SAP  Magnitude  TMS  nSIMMS  Monarch  Razorsight  Sage  SQL  Strategen      Small business development  Project management  Leadership/communication skills  Business operations organization  Budgeting expertise  Self-motivated  Customer-oriented           Professional Experience      Director Finance and FP&A     Company Name   －   City  ,   State      A.T.  Cross has a 169 year tradition of crafting fine writing instruments, A private equity firm held $120M global company, I was brought on board by the prior CFO to create a dynamic finance function as the company transitioned through two acquisitions.  Major Achievements: In my first three months at A.T.  Cross I developed an enhanced global budget tool that delivered budget on time and at the product sku level utilizing advanced MS Access.  Over my first nine months at A.T.  Cross I mapped five independent ERP systems and improved the consolidation process from a five week to a five day close.  Constrained by systems and with no capital investment required, I created robust modeling and reporting tool utilizing advanced MS Excel and MS Access skills allowing for detailed analysis at the transaction level that previously had not existed postponing a $7M capital expense over the next three years Prior to planned implementation of SalesForce, I am working closely with sales leadership to develop KPI reporting dashboard and lead tracking tool to drive revenue growth while saving $200K.  Co-leading supply chain review initiative including evaluation and improvement of supply chain and working capital KPI.  Creating modeling tools in co-led effort to review and improve product costing practices.          Senior Finance Consultant     Company Name   －   City  ,   State      Engaged with four companies over this period ranging from Granite City Electric a small, family-owned company to Staples, Sun Life Financial and Saint Gobain; I was brought in to hold interim senior finance roles and work closely with the executive teams through periods of transition.  Major Achievements:.  Even with robust ERP systems in place at Staples, the need to bridge various stand-alone systems was identified and I created an inventory database to track existing store assets while enabling real-time ""what-if"" analysis and cost planning related to proposed changes improving efficiency and predictive capabilities.  With multiple global ERP systems in place at Saint Gobain, the executive team was looking for a dynamic and robust ""one-stop"", menu-driven reporting tool that I created utilizing Business Objects, advanced Excel and VBA increasing analytical capabilities and key metric analysis.          Senior Finance Director     Company Name   －   City  ,   State      A provider of tailored, high capacity communications services, A private equity firm held company bought by Lightower Fiber Networks in 2012 for $2B, I was brought in to develop and lead the finance team and work with the executive team through the acquisitions of Con Ed Solution's (2007) and by RCN Communications (2008).  Major Achievements:.  Balancing the push and pull between sales efforts and maintaining margins was the focus of the Request for Proposal (RfP) tracking and analysis tool I developed to manage the contract review and approval process.  Integrating two processes performed using MS Excel and monitored individually, I created and linked a sales pricing database with a cost identification database to foster improved sales decisions by bringing finance, sales and technical operations together in a formalized review.  Telecommunications expenses represent 40% of total operating expenses at Sidera.  Ensuring the accurate tracking and timely payment of these customer impacting costs are crucial.  I created a circuit inventory tracking database to facilitate accurate cost analysis and reporting which resulted in a zero network outage rate over the subsequent two year period with $100K of estimated annual savings in penalties and fees.          Global Engagement & Mobility Solutions Manager     Company Name   －   City  ,   State            Worldwide Director of Finance    January 2005   to   January 2006     Company Name   －   City  ,   State      a publicly traded global $3.5BM company providing management and technology consulting services to large companies and governmental institutions.  I built and led finance function supporting deployment of more than 4,000 consulting resources across international borders to serve global clients, driving compliance with international immigration, income and social tax laws.  Major Achievements:.  Facing substantial fines, penalties and the possible discontinuation of operations I worked with external tax advisors, immigration providers, the International, Regional and Country Controllers, the Corporate Tax Department, Legal, the Payroll Department and my finance team to lead the process design behind the accounting related to 31 subsidiary countries.  The result was a tracking database and accounting tool saving millions in fines, penalties and lost revenues.  A publicly traded $1.3 billion global enterprise networking and security solutions with manufacturing plants in China and Mexico, Working closely with the Corporate Executive and Ireland manufacturing teams I led the accounting and finance operations for the Supply Chain Operations' six activity centers that served four 3Com regions.          Director of Finance    January 1997   to   January 2005     Company Name   －   City  ,   State      A $1B comprehensive provider of wireless communications and software solutions to the healthcare, government, large enterprise and emergency response sectors, Originally hired as an Assistant Controller, I experienced substantial professional growth achieving three promotions culminating in overseeing the global finance team including accounting, financial reporting and analysis while working closely with the Executive management team.  Major Achievements:.  Working with the Engineering and Technical Operations teams I created lease and licensing database solutions in order to maintain FCC regulatory compliance saving the company $1.2M in penalties and fines.  Through acquisition the company was operating 13 individual billing systems and the ability of senior management to make timely business decisions was hampered by a slow consolidation's process.  With the focus on closing the books and producing standard reporting, meaningful analysis was an after-thought.  In order to provide the leadership team with better tools I established a database solution mapping each individual billing system to my data warehouse with an export into Lawson that allowed for a timely and accurate close in less than five days.          Education      Master of Business Administration   :   Finance  ,   2016    University of Massachusetts   －   City  ,   State      Finance        Bachelor of Science   :   Accounting      Michigan State University   －   City  ,   State      Accounting        Skills    3Com, 4D, Accounting, AccPac, Acquisitions, billing system, billing systems, Budget, Business Objects, closing, consulting, contract review, Controller, cost analysis, Cost Control, costing, clients, data warehouse, database, driving, equity, ERP, Essbase, Excel and VBA, Executive management, senior management, FileMaker, finance, Financial, Financial Planning, financial reporting, Financial Analysis / Reporting, focus, Forecasting, Functional, government, Hyperion, inventory, Lawson, Team Building, Leadership, Legal, regulatory compliance, Mergers, MS Access, MS Excel, MS PowerPoint, MS Word, Minitab, modeling, Monarch, Enterprise, network, networking, Networks, next, Operations Management, Oracle, Payroll, PeopleSoft, pricing, process design, processes, Process Improvement, improve product, producing, Project Management, Proposal, QuickBooks, real-time, reporting, RfP, Sage, sales, SAP, SQL, Strategic, Sun, Supply Chain, tax laws, Tax, Telecommunications, WordPerfect   ","Job Title: Backend Developer
Requirements: Strong background in django, docker, git, java, mongodb, spring, spring boot.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",oracle;sql,django;docker;git;java;mongodb;spring;spring boot,169,4,master,bachelor,0.0,100.0,100.0,40.27,45.07,0,0,Weak,train,kaggle,FINANCE,,,
P002841,R00710,J00070,backend,backend,"Summary: Motivated engineer with 8 years of experience across full project lifecycles.
Technical Skills: django, fastapi, flask, mysql, python, spring, sql.
Experience: Total of 8 years experience in software development and team collaboration.
Education: M.Tech in Software Engineering.
","Job Title: Backend Developer
Requirements: Strong background in git, java, mongodb, postgresql, spring boot.
Experience: Minimum 5 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",django;fastapi;flask;mysql;python;spring;sql,git;java;mongodb;postgresql;spring boot,8,5,master,bachelor,0.0,100.0,100.0,40.04,45.01,0,0,Weak,train,synthetic,,,,
P002396,R00599,J00164,fullstack,fullstack,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: aws, express, git, linux, mongodb, node, python, react, sql, typescript.
Experience: Total of 3 years experience in software development and team collaboration.
Education: Bachelor of Science in Information Technology.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, docker, javascript, node, python.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;express;git;linux;mongodb;node;python;react;sql;typescript,aws;docker;javascript;node;python,3,2,bachelor,master,60.0,100.0,0.0,77.2,63.3,1,1,Average,test,synthetic,,,,
PK000230,K00076,J00166,other,frontend,"         DIRECTV HR RECRUITER/ ADMINISTRATION       Summary    My goal is to obtain a position where I can utilize and enhance my education and skills.      Highlights           Excellent communication skills    Self-directed  Accurate and detailed    Certified in Basic Life Support (BLS)      Electrocardiography Certification (EKG)       Independent worker   Strong organizational skills    Energetic work attitude  Courteous demeanor            Accomplishments      Recognized by peers and management for going above and beyond normal job functions.     Was named top leader while working at Alexander Dawson College Bound    Quality Assurance   Ensured quality of  food .  Quality of care for customers    Offered job promotion to management only  two  weeks after start date  Flexibly rotated between  four  different jobs for Mac Shack   Human Resources Increased employee new hires by 65%.         Experience      DIRECTV HR Recruiter/ Administration    11/2014   to   Current     Company Name   City  ,   State       Generate new hire paperwork   Keep all government documents up to date  Help with the new employees and documentation  Make copies, badges, and packets  Transfer 125  MSO sheets into the computer per week  Post job ads to bring in candidates for open positions  Call and interview candidates over the phone  Scheduled and confirmed appointments for management team   Assist multiple managers with office issues and staff issues   Coordinated department functions for team of  10   employees      Updated employee accounts and information regularly       Create databases and spreadsheets to improve inventory management and reporting accuracy              Develop more efficient filing systems     Coordinate admission processes and prepare agreement packets     Handle and process confidential employee information            Hostess   09/2014   to   11/2014     Company Name   City  ,   State      Tasks as Hostess:    Friendly greeted customers   Professionally answered the phone  Had complete knowledge of the entire restaurant and menu   Completed cleaning checklists   Guided guests to appropriate tables   Helped book reservations for large parties and group  Ensured large parties were taking care of and satisfied   Efficiently used OpenTable to take reservations and seat guests  Dealt with customer issues calmly, quickly, and professionally           Hostess/Cashier/Busser/Food Runner/ Expo   09/2013   to   09/2014     Company Name   City  ,   State      Tasks as Hostess/Cashier/Busser/Food Runner/Expo:  Cashier/Hostess:    Professionalism   Cooperated with fellow coworkers   Ability to multitask   Satisfied customer requests   Greeted customers in a friendly and welcoming manner   Answered telephones quickly and professionally  Completed daily checklists   Exceed customer and employer expectations  Reliable and willing to cover employees shifts    Food Runner/Busser:​    Delivered food in a timely manner   Insured a clean and orderly work environment  Dealt with customer complaints and issues  Helped keep customer complaints to a minimum   Responded to customers requests immediately  Answered phones and took customers orders   Expo:   Made salads and side dishes  Added final ingredients and toppings to food  Restocked all dishes and silverware  Efficiently communicated with cooks to ensure orders were correct  Made sure all counter spaces were clean and orderly  Completed cleaning checklist  Helped with customer complaints and issues           Event Coordinator: Coyote U-Night Community Fundraiser   02/2012       Company Name   City  ,   State       Brainstormed event ideas  Oversaw budget plans  Oversaw 5  coordinating groups  Responsible for advertisement distribution and media coverage  Responsible for communication with clientele  Coordinated with 100  teachers to help with fundraiser  Ensured safety for 2,000  people           Education      High School Diploma  :   Hospitality, Travel, and Tourism   June 2014       Southwest Career and Technical Academy   City  ,   State  ,   United States       Four-year Hospitality program: Minor in Marketing     ​Project Based Learning    Coursework in Hospitality and Tourism Management     Coursework in Marketing and Advertising         Coursework in Business, Marketing and Communications      Coursework in Marketing, Public Relations and Promotions Management      Coursework in Business Administration and Organizational Development     Coursework in Accounting, Financial Management and Event Planning      Coursework in Travel and Tourism        Hotel Management coursework       Coursework in Hotel Operations Management      Principles of Financial Accounting coursework      ​    Four year member of  DECA  Club         Four year Student Council member           Student body government representative            Nursing    College of Southern Nevada   City  ,   State  ,   United States       Pre-Nursing Major: Taking prerequisites    Courses completed:    Math 95,96  English 101,102,223  ALS College Success  Psychology 101  Sociology 101  Communications 101      3.75  GPA  ​​          Skills      Professional and friendly      Careful and active listener    Exceptional
 multi-tasker    Delivers exceptional customer service     Computer knowledge and skills​  Neat, clean and professional appearance  Reliable team worker  Engaging personality  Detail oriented  Personal skills  Conflict 
resolution  Accurate and detailed   Computer knowledge and skills​    ","Job Title: Frontend Developer
Requirements: Strong background in css, html, typescript, vue.
Experience: Minimum 2 years of relevant experience required.
Education: PhD or doctorate preferred.
",,css;html;typescript;vue,0,2,bachelor,phd,0.0,0.0,0.0,34.15,8.54,0,0,Weak,test,kaggle,HR,,,
P000059,R00014,J00188,fullstack,devops,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: aws, docker, express, git, javascript, mongodb, python, react, sql.
Experience: 2 years of professional experience including design, testing and deployment.
Education: B.Tech in Computer Science.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, gcp, github, linux, python.
Experience: Minimum 5 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;docker;express;git;javascript;mongodb;python;react;sql,azure;gcp;github;linux;python,2,5,bachelor,none,20.0,40.0,100.0,50.11,43.53,0,0,Weak,train,synthetic,,,,
